"P1","P2","P3","P4","P5","Team","Mins","PTS","oPTS","POSS","oPOSS","ePOSS","ORTG","DRTG","NETRTG","FG.","oFG.","TPP","oTPP","FTP","oFTP","eFG.","oeFG.","TS.","oTS.","RIM.","oRIM.","MID.","oMID.","TPrate","oTPrate","RIMrate","oRIMrate","MIDrate","oMIDrate","FTrate","oFTrate","ASTrate","oASTrate","TOrate","oTOrate","BLKrate","oBLKrate","ORB.","DRB.","PACE","ShotsPerPoss","oShotsPerPoss","FGA","oFGA","FGM","oFGM","TPA","oTPA","TPM","oTPM","FTA","oFTA","FTM","oFTM","RIMA","oRIMA","RIMM","oRIMM","ORB","oORB","DRB","oDRB","BLK","oBLK","TO","oTO","AST","oAST","Opponent"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","North Carolina",1.067,3,0,4,2,3,100,0,100,0,0,0,0,1,0,0,0,0.438,0,0,0,0,0,0.5,0,0,0,0.5,0,1.5,0,0,0,0,0.5,0,0,0,0,10.667,1,0,2,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","North Carolina",0,2,0,1,0,0.5,400,0,400,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",0,2,0,1,1,1,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","PUFF.JOHNSON","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","KERWIN.WALTON","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0.667,2,0,1,1,1,200,0,200,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,1,0,1,1,20,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",2.633,4,3,5,4,4.5,88.889,66.667,22.222,0.333,0.5,0,0.5,0,0,0.333,0.75,0.333,0.75,1,0,0,0,0.167,1,0.333,0,0.5,0,0,0,0.5,0,0,0.4,0,0,0.333,1,17.556,1.2,0.5,6,2,2,1,1,2,0,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,2,1,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.717,0,4,2,3,2.5,0,160,-160,0,0.667,0,0,0,0,0,0.667,0,0.576,0,1,0,0,0,0.333,0,0.667,0,0,0,0.333,0,0.5,1,0,0,0,0,0.5,20.6,0,1.333,0,3,0,2,0,1,0,0,0,1,0,0,0,2,0,2,0,1,1,0,0,0,2,0,0,1,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",2.783,7,3,4,5,4.5,155.556,66.667,88.889,0.75,0.2,0,0.333,0.5,0,0.75,0.3,0.707,0.3,1,0,0.5,0,0,0.6,0.5,0.2,0.5,0.2,0.5,0,0.667,1,0.25,0.25,0.2,0,1,0.75,18.556,1.25,1,4,5,3,1,0,3,0,1,2,0,1,0,2,1,2,0,2,1,3,0,1,0,1,1,2,1,"Col. of Charleston"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",7.75,19,9,15,16,15.5,122.581,58.065,64.516,0.438,0.286,0.333,0.25,1,0,0.5,0.321,0.545,0.301,0.667,0.75,0.429,0,0.375,0.286,0.188,0.286,0.438,0.429,0.188,0.143,0.714,0.75,0.067,0.2,0.214,0.062,0.444,0.818,15,1.2,0.938,16,14,7,4,6,4,2,1,3,2,3,0,3,4,2,3,4,2,9,5,3,1,1,3,5,3,"Col. of Charleston"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","North Carolina",1.1,5,2,2,1,1.5,333.333,133.333,200,1,0.5,1,0,0,0,1.25,0.5,1.25,0.5,1,0,0,0.5,0.5,0,0.5,0,0,1,0,0,0.5,0,0,0,0.5,0,0,0,22,1,2,2,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,"Col. of Charleston"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",3.267,7,3,6,4,5,140,60,80,0.273,0.5,0,1,1,0,0.273,0.75,0.305,0.75,0.5,0,0,0,0.091,0.5,0.545,0,0.364,0.5,0.091,0,0,1,0,0.333,0,0.091,0.857,1,19.6,2,0.5,11,2,3,1,1,1,0,1,1,0,1,0,6,0,3,0,6,0,1,1,0,1,0,2,0,1,"Col. of Charleston"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.1,3,3,3,3,3,100,100,0,0.333,0.333,0,0.5,1,0,0.333,0.5,0.432,0.5,1,0,0,0,0.667,0.667,0.333,0,0,0.333,0.333,0,0,1,0,0,0,0,0.5,1,11,1.333,1,3,3,1,1,2,2,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,"Col. of Charleston"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","North Carolina",0.85,0,2,1,2,1.5,0,133.333,-133.333,0,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,17,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"Col. of Charleston"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0.767,4,0,2,1,1.5,266.667,0,266.667,1,0,0,0,1,0,1,0,1.026,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0.5,0,0,0,0,15.333,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,"Col. of Charleston"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",9.2,9,17,17,17,17,52.941,100,-47.059,0.267,0.412,0,0.2,0.333,0.667,0.267,0.441,0.274,0.461,0.429,0.667,0.167,0.333,0.133,0.294,0.467,0.353,0.4,0.353,0.2,0.176,0,0.286,0.118,0.059,0.176,0.067,0.154,0.727,16.235,1,1.118,15,17,4,7,2,5,0,1,3,3,1,2,7,6,3,4,2,3,8,11,3,1,2,1,0,2,"Col. of Charleston"
"ARMANDO.BACOT","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"ARMANDO.BACOT","DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.65,3,7,3,3,3,100,233.333,-133.333,0.5,1,0.5,1,0,0,0.75,1.167,0.75,1.167,0,1,0,0,1,0.333,0,0.667,0,0,0,0,1,1,0.333,0,0,0,0,0,16.5,0.667,1,2,3,1,3,2,1,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1,3,"Col. of Charleston"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",3.383,5,6,7,7,7,71.429,85.714,-14.286,0.5,0.5,0,0.5,0.6,0.5,0.5,0.625,0.571,0.606,1,0,0,0.5,0,0.5,0.5,0,0.5,0.5,2.5,0.5,0,0.5,0.286,0.286,0,0,0,1,14.5,0.714,0.714,2,4,1,2,0,2,0,1,5,2,3,1,1,0,1,0,0,0,2,1,0,0,2,2,0,1,"Col. of Charleston"
"CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"CALEB.LOVE","KERWIN.WALTON","KJ.SMITH","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"CREIGHTON.LEBO","DUWE.FARRIS","KJ.SMITH","RYAN.MCADOO","WALKER.MILLER","North Carolina",1.133,2,1,3,2,2.5,80,40,40,0.333,0,0,0,0,0.5,0.333,0,0.333,0.256,1,0,0,0,0.333,1,0.333,0,0.333,0,0,2,0,0,0,0,0,0,0,1,13.6,1,1,3,1,1,0,1,1,0,0,0,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,"Col. of Charleston"
"DUWE.FARRIS","KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","WALKER.MILLER","North Carolina",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"DUWE.FARRIS","KERWIN.WALTON","KJ.SMITH","RYAN.MCADOO","WALKER.MILLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Col. of Charleston"
"KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","WALKER.KESSLER","WALKER.MILLER","North Carolina",0.233,2,0,1,1,1,200,0,200,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,"Col. of Charleston"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNLV"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",2.417,5,2,3,4,3.5,142.857,57.143,85.714,0.5,0.25,0.5,0,0,0,0.625,0.25,0.625,0.25,0.5,0,0,1,0.5,0.75,0.5,0,0,0.25,0,0,0.5,0,0,0.333,0.25,0,0.5,0.667,20.714,1.333,1,4,4,2,1,2,3,1,0,0,0,0,0,2,0,1,0,1,1,2,1,1,0,0,1,1,0,"UNLV"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",0.667,2,0,1,2,1.5,133.333,0,133.333,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2,0,0,1,0,13.333,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,"UNLV"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","RJ.DAVIS","North Carolina",3.483,5,7,7,6,6.5,76.923,107.692,-30.769,0.667,0.429,0,0.25,1,0,0.667,0.5,0.719,0.44,1,0.5,0,1,0.333,0.571,0.667,0.286,0,0.143,0.333,0.286,0.5,0.667,0.429,0,0.143,0,0,0.5,16.077,0.571,1.333,3,7,2,3,1,4,0,1,1,2,1,0,2,2,2,1,0,2,2,1,1,0,3,0,1,2,"UNLV"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","WALKER.KESSLER","North Carolina",3.083,9,5,7,7,7,128.571,71.429,57.143,0.571,0.4,0,0,1,0.333,0.571,0.4,0.602,0.389,1,1,0.5,1,0.286,0.6,0.429,0.2,0.286,0.2,0.143,0.6,0,0.5,0.286,0.143,0.2,0,1,0.667,13.214,1.143,1,7,5,4,2,2,3,0,0,1,3,1,1,3,1,3,1,3,1,2,0,1,0,2,1,0,1,"UNLV"
"ANDREW.PLATEK","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNLV"
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",4.75,6,3,8,7,7.5,80,40,40,0.5,0.2,0.5,0.25,0.25,0,0.625,0.3,0.508,0.3,0,0,0.5,0,0.5,0.8,0,0,0.5,0.2,1,0,0.5,1,0.375,0.25,0,0,0.333,1,19,0.75,0.714,4,5,2,1,2,4,1,1,4,0,1,0,0,0,0,0,1,0,5,2,0,0,3,2,1,1,"UNLV"
"ANDREW.PLATEK","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNLV"
"ANDREW.PLATEK","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNLV"
"ANDREW.PLATEK","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.1,1,0,3,2,2.5,40,0,40,0,0,0,0,0.333,0,0,0,0.351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,13.2,0.667,1,0,2,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",1.017,1,0,1,1,1,100,0,100,0,0,0,0,1,0,0,0,0.339,0,0,0,0,0,1,0.5,0,0.5,0,0,1,0,0,0,0,0,0.5,0,1,0.5,30.5,2,2,1,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0.567,3,0,2,1,1.5,200,0,200,1,0,0,0,1,0,1,0,1.017,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,11.333,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",1.967,5,3,5,4,4.5,111.111,66.667,44.444,0.2,1,0.5,0,0.667,0.5,0.3,1,0.389,0.769,0,1,0,0,0.4,0,0,1,0.6,0,0.6,2,1,0,0,0.4,0,0,0.5,1,13.111,1.4,0.5,5,1,1,1,2,0,1,0,3,2,2,1,0,1,0,1,2,0,1,2,0,0,0,2,1,0,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",8.7,13,16,16,16,16,81.25,100,-18.75,0.333,0.4,0.25,0.375,1,0.333,0.375,0.5,0.468,0.487,0.5,0.667,0.333,0.25,0.333,0.533,0.167,0.2,0.5,0.267,0.333,0.2,0.75,0.167,0.25,0.062,0,0.083,0.25,0.8,16.312,0.875,1.062,12,15,4,6,4,8,1,3,4,3,4,1,2,3,1,2,2,2,8,6,0,1,4,1,3,1,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","KERWIN.WALTON","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0.967,3,0,2,2,2,150,0,150,1,0,0,0,1,0,1,0,1.017,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.5,0,0,0,1,14.5,1,0.5,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,"UNLV"
"ARMANDO.BACOT","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.15,5,0,3,2,2.5,200,0,200,0.5,0,0.5,0,0,0,0.625,0,0.625,0,1,0,0,0,0.5,0,0.25,0,0.25,1,0,0,0.5,0,0,0.333,0,0,0.5,1,13.8,1.333,0.5,4,1,2,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,"UNLV"
