P1,P2,P3,P4,P5,Team,Mins,PTS,oPTS,POSS,oPOSS,ePOSS,ORTG,DRTG,NETRTG,FG.,oFG.,TPP,oTPP,FTP,oFTP,eFG.,oeFG.,TS.,oTS.,RIM.,oRIM.,MID.,oMID.,TPrate,oTPrate,RIMrate,oRIMrate,MIDrate,oMIDrate,FTrate,oFTrate,ASTrate,oASTrate,TOrate,oTOrate,BLKrate,oBLKrate,ORB.,DRB.,PACE,ShotsPerPoss,oShotsPerPoss,FGA,oFGA,FGM,oFGM,TPA,oTPA,TPM,oTPM,FTA,oFTA,FTM,oFTM,RIMA,oRIMA,RIMM,oRIMM,ORB,oORB,DRB,oDRB,BLK,oBLK,TO,oTO,AST,oAST
ANDREW.PLATEK,ANTHONY.HARRIS,ARMANDO.BACOT,GARRISON.BROOKS,JEREMIAH.FRANCIS,North Carolina,1.033,0,3,1,2,1.5,0,200,-200,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20.667,1,0.5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANDREW.PLATEK,ANTHONY.HARRIS,ARMANDO.BACOT,GARRISON.BROOKS,KJ.SMITH,North Carolina,1,0,0,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,20,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
ANDREW.PLATEK,ANTHONY.HARRIS,ARMANDO.BACOT,JEREMIAH.FRANCIS,JUSTIN.PIERCE,North Carolina,4.817,3,10,8,8,8,37.5,125,-87.5,0.1,0.364,0.5,0.333,0,0,0.15,0.455,0.143,0.455,0,0.4,0,0,0.2,0.545,0.6,0.455,0.2,0,0.1,0,1,0.5,0.125,0,0.182,0,0.444,0.5,18.062,1.375,1.375,10,11,1,4,2,6,1,2,1,0,0,0,6,5,0,2,4,3,3,5,2,0,1,0,1,2
ANDREW.PLATEK,ANTHONY.HARRIS,BRANDON.ROBINSON,GARRISON.BROOKS,JEREMIAH.FRANCIS,North Carolina,1.983,4,3,4,3,3.5,114.286,85.714,28.571,0.333,0.333,0.5,0.5,0.5,0,0.5,0.5,0.506,0.5,0,0,0,0,0.667,0.667,0.333,0.333,0,0,0.667,0,1,1,0,0,0.333,0.333,0,1,17,1,1,3,3,1,1,2,2,1,1,2,0,1,0,1,1,0,0,0,0,2,2,1,1,0,0,1,1
ANDREW.PLATEK,ANTHONY.HARRIS,BRANDON.ROBINSON,GARRISON.BROOKS,KJ.SMITH,North Carolina,1.55,5,3,4,3,3.5,142.857,85.714,57.143,0.4,1,0.333,1,0,0,0.5,1.5,0.5,0.769,1,0,0,0,0.6,1,0.2,0,0.2,0,0,2,0.5,1,0,0.25,0,0,0.333,1,13.286,1.25,0.667,5,1,2,1,3,1,1,1,0,2,0,0,1,0,1,0,1,0,2,2,0,0,0,1,1,1
ANDREW.PLATEK,ANTHONY.HARRIS,GARRISON.BROOKS,JEREMIAH.FRANCIS,JUSTIN.PIERCE,North Carolina,1.283,4,2,3,2,2.5,160,80,80,0.333,0.333,0.5,0,1,0,0.5,0.333,0.576,0.333,0,0.333,0,0,0.667,0,0.333,1,0,0,0.333,0,1,0,0,0.333,0,0.667,0.5,0.333,15.4,1.333,1.5,3,3,1,1,2,0,1,0,1,0,1,0,1,3,0,1,1,2,1,1,0,2,0,1,1,0
ANDREW.PLATEK,ANTHONY.HARRIS,GARRISON.BROOKS,JEREMIAH.FRANCIS,KJ.SMITH,North Carolina,0.133,0,2,0,1,0.5,0,400,-400,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.HUFFMAN,BRANDON.ROBINSON,LEAKY.BLACK,North Carolina,0.183,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.HUFFMAN,CHRISTIAN.KEELING,LEAKY.BLACK,North Carolina,1.867,2,7,3,3,3,66.667,233.333,-166.667,0.333,1,0,1,0,0,0.333,1.167,0.333,1.167,0,1,0.5,0,0,0.333,0.333,0.667,0.667,0,0,0,1,0.667,0.333,0,0,0,0.5,0,18.667,1,1,3,3,1,3,0,1,0,1,0,0,0,0,1,2,0,2,1,0,0,1,0,0,1,0,1,2
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.HUFFMAN,COLE.ANTHONY,LEAKY.BLACK,North Carolina,4.733,11,4,9,8,8.5,129.412,47.059,82.353,0.571,0.1,0.5,0,1,1,0.714,0.1,0.736,0.183,1,0.333,0.5,0,0.571,0.5,0.143,0.3,0.286,0.2,0.143,0.2,0.5,0,0.222,0,0.2,0,0.333,0.667,16.706,0.889,1.375,7,10,4,1,4,5,2,0,1,2,1,2,1,3,1,1,1,3,6,2,2,0,2,0,2,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,CHRISTIAN.KEELING,LEAKY.BLACK,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,COLE.ANTHONY,GARRISON.BROOKS,North Carolina,13.15,27,27,21,20,20.5,131.707,131.707,0,0.471,0.643,0.4,0.5,1,0.833,0.529,0.786,0.635,0.801,1,0.8,0.25,1,0.294,0.571,0.235,0.357,0.471,0.071,0.529,0.429,0.75,0.333,0.095,0.238,0,0,0.333,0.667,19.244,1.048,0.85,17,14,8,9,5,8,2,4,9,6,9,5,4,5,4,4,3,2,4,6,0,0,2,5,6,3
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,COLE.ANTHONY,JUSTIN.PIERCE,North Carolina,2.767,2,7,4,5,4.5,44.444,155.556,-111.111,0.25,0.75,0,1,0,0,0.25,0.875,0.25,0.875,0,0.667,1,0,0.5,0.25,0.25,0.75,0.25,0,0,0,1,0.333,0,0.5,0,0,0,0,18.444,1,0.8,4,4,1,3,2,1,0,1,0,0,0,0,1,3,0,2,0,1,0,3,0,0,0,2,1,1
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,COLE.ANTHONY,WALKER.MILLER,North Carolina,2.117,4,3,4,5,4.5,88.889,66.667,22.222,0.4,0.25,0,0,0,1,0.4,0.25,0.4,0.335,1,0,0.5,0.5,0.4,0.5,0.2,0,0.4,0.5,0,0.25,0.5,0,0.25,0,0,0.2,0.667,1,14.111,1.25,1,5,4,2,1,2,2,0,0,0,1,0,1,1,0,1,0,2,0,3,1,0,1,1,0,1,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,GARRISON.BROOKS,JEREMIAH.FRANCIS,North Carolina,11.25,14,18,18,18,18,77.778,100,-22.222,0.4,0.368,0.333,0.333,0.143,1,0.433,0.447,0.382,0.462,1,0.5,0,0.333,0.2,0.474,0.333,0.211,0.467,0.316,0.467,0.053,0.667,0.286,0.111,0,0.105,0.067,0.25,0.846,18.75,1.056,1.111,15,19,6,7,3,9,1,3,7,1,1,1,5,4,5,2,3,2,11,9,2,1,2,0,4,2
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,GARRISON.BROOKS,JUSTIN.PIERCE,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,GARRISON.BROOKS,KJ.SMITH,North Carolina,6.283,15,9,13,12,12.5,120,72,48,0.417,0.308,0.5,0,0.8,1,0.458,0.308,0.522,0.334,0.5,0.429,0.25,0.333,0.167,0.231,0.5,0.538,0.333,0.231,0.417,0.077,0.8,0,0.077,0.077,0.154,0.083,0.429,0.667,15.08,1.154,1.167,12,13,5,4,2,3,1,0,5,1,4,1,6,7,3,3,3,3,6,4,2,1,1,1,4,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,GARRISON.BROOKS,LEAKY.BLACK,North Carolina,77.95,140,135,137,130,133.5,104.869,101.124,3.745,0.409,0.477,0.303,0.308,0.65,0.65,0.449,0.55,0.479,0.56,0.491,0.821,0.378,0.452,0.26,0.468,0.449,0.252,0.291,0.279,0.315,0.18,0.635,0.566,0.161,0.153,0.027,0.118,0.383,0.806,17.517,1.066,0.931,127,111,52,53,33,52,10,16,40,20,26,13,57,28,28,23,31,12,50,50,3,15,22,21,33,30
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,JEREMIAH.FRANCIS,JUSTIN.PIERCE,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,JEREMIAH.FRANCIS,LEAKY.BLACK,North Carolina,2.967,3,7,4,4,4,75,175,-100,0.25,0.6,1,0.5,0,0,0.375,0.7,0.375,0.7,0,1,0,0.5,0.25,0.4,0.25,0.2,0.5,0.4,0,0,1,0.333,0,0,0,0,0,0.5,22.25,1,1.25,4,5,1,3,1,2,1,1,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,0,1,1
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,JUSTIN.PIERCE,KJ.SMITH,North Carolina,7.433,21,16,14,13,13.5,155.556,118.519,37.037,0.727,0.417,1,0.5,1,1,0.818,0.542,0.845,0.596,0.6,0.333,0.75,0.333,0.182,0.5,0.455,0.25,0.364,0.25,0.273,0.25,0.875,0.8,0.143,0.071,0.167,0.182,0.333,0.714,16.519,0.929,1.077,11,12,8,5,2,6,2,3,3,3,3,3,5,3,3,1,1,2,5,2,2,2,2,1,7,4
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,10.267,23,24,17,18,17.5,131.429,137.143,-5.714,0.643,0.562,0.5,0.8,1,1,0.714,0.688,0.746,0.708,0.833,0.714,0.5,0,0.286,0.312,0.429,0.438,0.286,0.25,0.214,0.125,0.333,0.556,0.176,0.118,0.062,0,0.333,0.857,17.6,0.941,0.944,14,16,9,9,4,5,2,4,3,2,3,2,6,7,5,5,2,1,6,4,1,0,3,2,3,5
ANDREW.PLATEK,ARMANDO.BACOT,BRANDON.ROBINSON,LEAKY.BLACK,WALKER.MILLER,North Carolina,0.7,2,1,1,1,1,200,100,100,1,0,0,0,0,0.5,1,0,1,0.526,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,1,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,COLE.ANTHONY,GARRISON.BROOKS,North Carolina,22.767,33,50,36,40,38,86.842,131.579,-44.737,0.385,0.475,0,0.385,0.6,0.875,0.385,0.537,0.399,0.571,0.5,0.6,0.429,0.417,0.154,0.325,0.308,0.375,0.538,0.3,0.128,0.2,0.6,0.526,0.056,0.111,0.025,0.026,0.296,0.636,17.974,1.167,1.1,39,40,15,19,6,13,0,5,5,8,3,7,12,15,6,9,8,8,14,19,1,1,2,4,9,10
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,COLE.ANTHONY,JEREMIAH.FRANCIS,North Carolina,2,6,5,4,3,3.5,171.429,142.857,28.571,0.667,0.667,1,0.5,1,0,0.833,0.833,0.863,0.833,0,1,0.5,0,0.333,0.667,0,0.333,0.667,0,0.333,0,0.5,1,0,0,0,0,0,1,17.143,1,1,3,3,2,2,1,2,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,COLE.ANTHONY,JUSTIN.PIERCE,North Carolina,14.167,26,21,29,26,27.5,94.545,76.364,18.182,0.458,0.227,0.143,0.2,0.429,0.75,0.479,0.273,0.476,0.379,0.556,0.333,0.625,0.167,0.292,0.455,0.375,0.273,0.333,0.273,0.292,0.545,0.364,0.8,0.207,0.172,0.227,0.083,0.385,0.632,15.455,0.966,1.077,24,22,11,5,7,10,1,2,7,12,3,9,9,6,5,2,5,7,12,8,5,2,6,5,4,4
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,COLE.ANTHONY,LEAKY.BLACK,North Carolina,2.533,2,5,4,5,4.5,44.444,111.111,-66.667,0,0.333,0,0.5,0.5,0,0,0.417,0.345,0.417,0,0.333,0,0,0,0.333,0,0.5,1,0.167,4,0,0,0.5,0.25,0.25,0.167,0,0,0.333,16.889,0.75,1.2,1,6,0,2,0,2,0,1,4,0,2,0,0,3,0,1,0,2,1,3,1,0,1,1,0,1
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,COLE.ANTHONY,WALKER.MILLER,North Carolina,0.483,0,2,1,1,1,0,200,-200,0,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.5,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,GARRISON.BROOKS,JEREMIAH.FRANCIS,North Carolina,4.35,4,6,7,8,7.5,53.333,80,-26.667,0.333,0.375,0,0,0,0,0.333,0.375,0.333,0.375,0.5,0.75,0.25,0,0,0.375,0.333,0.5,0.667,0.125,0,0,0.5,0.667,0.143,0.143,0,0.167,0,0.8,17.4,0.857,1,6,8,2,3,0,3,0,0,0,0,0,0,2,4,1,3,0,1,4,4,0,1,1,1,1,2
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,GARRISON.BROOKS,JUSTIN.PIERCE,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,GARRISON.BROOKS,KJ.SMITH,North Carolina,5.7,6,18,12,12,12,50,150,-100,0.4,1,0.5,1,0.333,1,0.5,1.071,0.467,1.068,0.5,1,0,1,0.4,0.143,0.4,0.714,0.2,0.143,0.6,0.429,1,0.143,0.417,0.25,0,0,0,0,14.25,0.583,0.75,5,7,2,7,2,1,1,1,3,3,1,3,2,5,1,5,0,0,0,4,0,0,5,3,2,1
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,GARRISON.BROOKS,LEAKY.BLACK,North Carolina,20.667,27,38,34,36,35,77.143,108.571,-31.429,0.303,0.517,0.111,0.444,0.75,0.571,0.318,0.586,0.367,0.588,0.5,0.75,0.286,0.25,0.273,0.31,0.303,0.414,0.424,0.276,0.242,0.241,0.7,0.6,0.118,0.235,0.069,0.182,0.292,0.706,17.714,1.088,0.917,33,29,10,15,9,9,1,4,8,7,6,4,10,12,5,9,7,5,12,17,2,6,4,8,7,9
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,JEREMIAH.FRANCIS,LEAKY.BLACK,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,JUSTIN.PIERCE,KJ.SMITH,North Carolina,3.083,7,4,6,5,5.5,127.273,72.727,54.545,0.5,0,0,0,1,1,0.5,0,0.8,0.408,1,0,0,0,0.5,0,0.5,0.333,0,0.667,2.5,1.333,1,0,0.167,0.167,0.333,0,0,0.667,16.818,0.833,1,2,3,1,0,1,0,0,0,5,4,5,4,1,1,1,0,0,1,2,1,1,0,1,1,1,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,17.383,31,39,32,30,31,100,125.806,-25.806,0.4,0.417,0.308,0.462,0.429,1,0.467,0.542,0.465,0.646,0.6,0.5,0.286,0.286,0.433,0.542,0.333,0.167,0.233,0.292,0.233,0.542,0.5,0.6,0.25,0.094,0.083,0.033,0.588,0.733,16.823,1.062,1.033,30,24,12,10,13,13,4,6,7,13,3,13,10,4,6,2,10,4,11,7,2,1,8,3,6,6
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,JUSTIN.PIERCE,ROBBIE.OHAN,North Carolina,0.65,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,CHRISTIAN.KEELING,KJ.SMITH,LEAKY.BLACK,North Carolina,0.083,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,COLE.ANTHONY,GARRISON.BROOKS,LEAKY.BLACK,North Carolina,58.433,95,95,103,102,102.5,92.683,92.683,0,0.414,0.392,0.2,0.323,0.633,0.6,0.437,0.443,0.469,0.456,0.531,0.475,0.429,0.346,0.23,0.32,0.368,0.412,0.402,0.268,0.345,0.155,0.639,0.421,0.175,0.107,0.072,0.069,0.315,0.778,17.102,0.99,1.029,87,97,36,38,20,31,4,10,30,15,19,9,32,40,17,19,17,14,49,37,7,6,18,11,23,16
ANDREW.PLATEK,ARMANDO.BACOT,COLE.ANTHONY,JEREMIAH.FRANCIS,LEAKY.BLACK,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,COLE.ANTHONY,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,11.783,19,19,20,22,21,90.476,90.476,0,0.429,0.353,0,0.111,1,0.857,0.429,0.382,0.442,0.467,0.667,0.5,0.25,0.75,0.238,0.529,0.571,0.235,0.19,0.235,0.048,0.412,0.667,0.333,0.25,0.15,0.059,0.048,0.538,0.8,16.833,1.1,0.955,21,17,9,6,5,9,0,1,1,7,1,6,12,4,8,2,7,2,8,6,1,1,5,3,6,2
ANDREW.PLATEK,ARMANDO.BACOT,COLE.ANTHONY,KJ.SMITH,LEAKY.BLACK,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,COLE.ANTHONY,LEAKY.BLACK,WALKER.MILLER,North Carolina,0.983,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.5,29.5,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,GARRISON.BROOKS,JEREMIAH.FRANCIS,LEAKY.BLACK,North Carolina,8.183,14,7,17,13,15,93.333,46.667,46.667,0.417,0.2,0,0.2,0.5,0.667,0.417,0.25,0.443,0.306,0.333,0.5,0.667,0,0.25,0.5,0.25,0.2,0.5,0.3,0.667,0.3,1,1,0.176,0.118,0.2,0.083,0.222,0.9,16.367,0.941,0.923,12,10,5,2,3,5,0,1,8,3,4,2,3,2,1,1,2,1,9,7,2,1,3,2,5,2
ANDREW.PLATEK,ARMANDO.BACOT,GARRISON.BROOKS,JUSTIN.PIERCE,KJ.SMITH,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,ARMANDO.BACOT,GARRISON.BROOKS,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,27.917,53,37,48,43,45.5,116.484,81.319,35.165,0.455,0.306,0.4,0.333,0.875,0.818,0.523,0.389,0.554,0.449,0.733,0.5,0.214,0.1,0.341,0.5,0.341,0.222,0.318,0.278,0.182,0.306,0.6,0.455,0.146,0.125,0.028,0,0.318,0.815,18.407,1,0.977,44,36,20,11,15,18,6,6,8,11,7,9,15,8,11,4,7,5,22,15,1,0,7,6,12,5
ANDREW.PLATEK,ARMANDO.BACOT,GARRISON.BROOKS,KJ.SMITH,LEAKY.BLACK,North Carolina,3.483,4,2,5,5,5,80,40,40,0.5,0.2,0,0,0,0,0.5,0.2,0.447,0.2,1,0,0,0.5,0,0.6,0.5,0,0.5,0.4,0.25,0,1,0,0,0,0,0,0,1,20.9,1,1,4,5,2,1,0,3,0,0,1,0,0,0,2,0,2,0,0,0,4,2,0,0,0,0,2,0
ANDREW.PLATEK,ARMANDO.BACOT,JEREMIAH.FRANCIS,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,1.65,0,4,3,3,3,0,133.333,-133.333,0,0.333,0,0.333,0,1,0,0.5,0,0.576,0,0,0,0,0.667,1,0,0,0.333,0,0,0.333,0,1,0.333,0,0,0.333,0.333,0.5,16.5,1,1.333,3,3,0,1,2,3,0,1,0,1,0,1,0,0,0,0,1,1,1,2,0,1,1,0,0,1
ANDREW.PLATEK,ARMANDO.BACOT,JUSTIN.PIERCE,KJ.SMITH,LEAKY.BLACK,North Carolina,1.6,4,0,2,2,2,200,0,200,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,24,1,0.5,2,1,2,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,2,1,0
ANDREW.PLATEK,ARMANDO.BACOT,JUSTIN.PIERCE,KJ.SMITH,ROBBIE.OHAN,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,BRANDON.ROBINSON,CHRISTIAN.KEELING,GARRISON.BROOKS,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,BRANDON.ROBINSON,COLE.ANTHONY,GARRISON.BROOKS,North Carolina,1.95,8,3,3,3,3,266.667,100,166.667,0.6,0.5,1,0.5,0,0,0.8,0.75,0.8,0.75,0,0,0.333,0,0.4,1,0,0,0.6,0,0,0,1,1,0,0.333,0,0,1,1,19.5,1.667,0.667,5,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,1
ANDREW.PLATEK,BRANDON.HUFFMAN,BRANDON.ROBINSON,GARRISON.BROOKS,SHEA.RUSH,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,CHRISTIAN.KEELING,COLE.ANTHONY,GARRISON.BROOKS,North Carolina,1.833,2,3,2,3,2.5,80,120,-40,0,0.5,0,1,1,0,0,0.75,0.513,0.75,0,0,0,0,1,0.5,0,0.5,0,0,2,0,0,0,0,0.5,0,0,0,1,22,1,0.667,1,2,0,1,1,1,0,1,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,CHRISTIAN.KEELING,GARRISON.BROOKS,LEAKY.BLACK,North Carolina,0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,COLE.ANTHONY,GARRISON.BROOKS,JUSTIN.PIERCE,North Carolina,1.117,4,0,2,2,2,200,0,200,1,0,1,0,1,0,1.5,0,1.356,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16.75,1,1,1,2,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
ANDREW.PLATEK,BRANDON.HUFFMAN,COLE.ANTHONY,GARRISON.BROOKS,LEAKY.BLACK,North Carolina,0.833,0,1,1,1,1,0,100,-100,0,0,0,0,0,1,0,0,0,0.339,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,25,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
ANDREW.PLATEK,BRANDON.HUFFMAN,COLE.ANTHONY,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,6.683,18,10,13,14,13.5,133.333,74.074,59.259,0.571,0.364,0.4,0.25,0,1,0.643,0.409,0.622,0.436,0.8,0.667,0.5,0.25,0.357,0.364,0.357,0.273,0.286,0.364,0.071,0.091,0.125,0.75,0.154,0.308,0.091,0,0.5,0.714,14.852,1.154,0.857,14,11,8,4,5,4,2,1,1,1,0,1,5,3,4,2,4,2,5,4,1,0,2,4,1,3
