active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
2002,2011,Stanford University,83,Jarron Collins,F,255.0,0.0,0.0,0.0,0.455,0.455,1.3,2.8,0.6990000000000001,1.3,1.9,542,3.9,0.1,0.25,0.0,0.527,5.5,0.52,2.9,0.669,3.9,2.6,129.0,8.4,1978.0,9,26.0,24
2002,2014,Stanford University,85,Jason Collins,C,255.0,0.0,0.20600000000000002,0.0,0.41200000000000003,0.41100000000000003,1.2,3.0,0.647,1.1,1.6,735,3.6,0.4,0.444,0.2,0.627,5.9,0.612,3.6,0.716,4.8,3.4,73.0,10.8,1978.0,12,24.8,24
1971,1972,New Mexico State University,74,Jimmy Collins,G,175.0,,,,,0.414,1.6,3.9,0.804,0.6,0.8,74,3.8,,,,,,,,,,,,,1946.0,1,22.5,25
2018,2018,Wake Forest University,82,John Collins,F,235.0,0.6,0.33299999999999996,0.2,0.5920000000000001,0.578,4.2,7.3,0.7240000000000001,1.8,2.5,73,10.5,0.0,0.0,0.0,0.598,8.2,0.601,4.9,0.7290000000000001,4.9,3.6,64.0,13.4,1997.0,0,24.6,21
2007,2010,Temple University,78,Mardy Collins,G,220.0,0.7,0.299,0.2,0.405,0.38,1.6,4.1,0.599,0.6,1.0,189,3.9,5.0,0.292,1.5,0.448,14.4,0.39899999999999997,5.7,0.624,3.9,2.4,125.0,15.4,1984.0,3,25.4,23
2011,2011,University of Kansas,71,Sherron Collins,G,205.0,0.5,0.2,0.1,0.32,0.28,0.4,1.3,1.0,0.1,0.1,20,0.9,4.3,0.377,1.6,0.524,10.3,0.444,4.6,0.8079999999999999,3.0,2.4,143.0,13.2,1987.0,0,28.6,24
2018,2018,Gonzaga University,85,Zach Collins,C,232.0,1.7,0.312,0.5,0.461,0.401,1.8,4.4,0.643,0.4,0.7,64,4.5,0.5,0.47600000000000003,0.3,0.689,5.3,0.652,3.5,0.743,3.8,2.8,39.0,10.0,1997.0,0,22.6,21
2018,2018,Brigham Young University,78,Kyle Collinsworth,G,210.0,0.5,0.267,0.1,0.419,0.395,1.1,2.8,0.528,0.6,1.2,31,2.9,0.8,0.28,0.2,0.489,9.2,0.47700000000000004,4.4,0.642,4.9,3.2,140.0,12.2,1991.0,0,24.3,27
2010,2018,"University of California, Los Angeles",73,Darren Collison,G,175.0,2.2,0.392,0.9,0.516,0.47200000000000003,4.7,9.9,0.855,2.4,2.8,631,12.7,2.7,0.435,1.2,0.554,8.3,0.475,4.0,0.851,2.9,2.5,142.0,11.5,1987.0,8,23.1,23
2005,2018,University of Kansas,82,Nick Collison,F,255.0,0.1,0.20800000000000002,0.0,0.536,0.534,2.4,4.6,0.725,1.0,1.4,908,5.9,0.5,0.359,0.2,0.57,10.7,0.562,6.0,0.624,4.0,2.5,142.0,14.8,1980.0,13,26.7,25
1949,1949,Bloomsburg University of Pennsylvania,77,Joe Colone,F,210.0,,,,,0.31,2.3,7.5,0.684,0.9,1.3,15,5.5,,,,,,,,,,,,,1924.0,0,24.9,25
2001,2001,"University of Rhode Island, University of North Carolina at Charlotte",73,Sean Colson,G,175.0,0.4,0.2,0.1,0.271,0.25,0.5,1.8,0.5,0.2,0.3,13,1.2,4.6,0.293,1.4,0.433,10.4,0.365,3.8,0.82,3.4,2.8,86.0,11.8,1975.0,0,23.1,26
1985,1995,New Mexico State University,75,Steve Colter,G,165.0,0.5,0.289,0.1,0.461,0.44799999999999995,2.5,5.5,0.778,1.2,1.6,526,6.3,0.2,0.33299999999999996,0.1,0.495,9.4,0.493,4.6,0.757,4.2,3.1,107.0,12.5,1962.0,10,20.6,23
1969,1975,Virginia Polytechnic Institute and State University,74,Glen Combs,G,185.0,2.9,0.36700000000000005,1.1,0.474,0.433,5.7,13.2,0.81,4.0,4.9,465,16.5,,,,,,,,,,,,,1946.0,6,23.8,23
1984,1984,Oklahoma State University,80,Leroy Combs,F,210.0,0.1,0.0,0.0,0.49700000000000005,0.49700000000000005,1.7,3.4,0.615,1.2,1.9,48,4.5,,,,,10.1,0.5539999999999999,5.6,0.669,5.0,3.3,99.0,14.5,1961.0,0,23.1,23
1968,1968,Grambling State University,77,John Comeaux,F,193.0,0.0,,0.0,0.429,0.429,1.2,2.7,0.7190000000000001,1.0,1.4,23,3.3,,,,,,,,,,,,,1943.0,0,22.9,25
1988,1989,DePaul University,81,Dallas Comegys,F,205.0,0.0,0.0,0.0,0.457,0.457,2.3,5.0,0.682,1.5,2.2,142,6.0,0.0,0.0,0.0,0.51,10.0,0.514,5.1,0.679,5.0,3.4,118.0,13.7,1964.0,1,22.0,24
1964,1964,Kansas State University,77,Larry Comley,G,210.0,,,,,0.21600000000000003,0.7,3.1,0.563,0.8,1.3,12,2.1,,,,,,,,,,,,,1939.0,0,24.9,25
1968,1972,Brigham Young University,73,Jeffrey Congdon,G,180.0,1.2,0.285,0.3,0.402,0.377,2.5,6.6,0.799,1.2,1.5,306,6.5,,,,,,,,,,,,,1943.0,4,23.7,25
1953,1964,Washington State University,80,Gene Conley,C,225.0,,,,,0.371,2.4,6.4,0.657,1.1,1.7,351,5.9,,,,,,,4.7,0.711,5.6,4.0,32.0,13.3,1930.0,11,24.7,23
1968,1968,University of Kentucky,75,Larry Conley,G,175.0,0.0,,0.0,0.25,0.25,1.0,4.0,,0.0,0.0,1,2.0,,,,,,,,,,,,,1944.0,0,21.9,24
2008,2018,Ohio State University,73,Mike Conley,G,175.0,3.4,0.377,1.3,0.49700000000000005,0.441,5.1,11.6,0.8140000000000001,2.7,3.3,718,14.3,1.8,0.304,0.5,0.551,7.9,0.518,4.1,0.6940000000000001,3.7,2.6,39.0,11.3,1987.0,10,23.1,21
1956,1962,Fordham University,77,Ed Conlin,F,200.0,,,,,0.37,3.8,10.4,0.75,2.4,3.2,486,10.1,,,,,,,,,,,,,1933.0,6,23.7,23
1992,2000,Providence College,82,Marty Conlon,F,224.0,0.2,0.2,0.0,0.502,0.498,2.6,5.1,0.735,1.3,1.8,379,6.5,0.9,0.33299999999999996,0.3,0.527,7.3,0.505,3.7,0.765,4.4,3.4,103.0,11.0,1968.0,8,23.4,24
2016,2018,University of Notre Dame,77,Pat Connaughton,G,206.0,1.7,0.363,0.6,0.513,0.419,1.4,3.3,0.845,0.3,0.4,153,3.7,5.0,0.386,1.9,0.567,8.2,0.45,3.7,0.777,1.5,1.2,139.0,10.5,1993.0,2,24.4,23
1976,1976,University of Kentucky,76,Jimmy Conner,G,190.0,0.1,0.0,0.0,0.488,0.488,1.8,3.6,0.759,0.9,1.2,24,4.4,,,,,,,,,,,,,1953.0,0,23.1,23
1983,1995,Oregon State University,76,Lester Conner,G,180.0,0.2,0.20199999999999999,0.0,0.456,0.45299999999999996,2.4,5.3,0.753,1.5,2.0,687,6.3,,,,,7.5,0.506,3.8,0.721,4.9,3.6,58.0,11.1,1959.0,12,21.9,24
1947,1948,Seton Hall University,77,Chuck Connors,F,190.0,,,,,0.252,1.9,7.4,0.47100000000000003,0.8,1.6,53,4.5,,,,,,,,,,,,,1921.0,1,22.5,26
2007,2013,University of Washington,74,Will Conroy,G,195.0,0.4,0.0,0.0,0.136,0.136,0.2,1.4,0.125,0.1,0.5,16,0.4,2.6,0.331,0.9,0.507,6.8,0.445,3.0,0.73,3.2,2.3,121.0,9.2,1982.0,6,25.0,25
1991,1996,University of Arizona,81,Anthony Cook,F,205.0,0.1,0.0,0.0,0.439,0.439,1.4,3.3,0.524,0.7,1.4,116,3.6,0.0,0.0,0.0,0.573,8.2,0.575,4.7,0.645,3.9,2.5,133.0,12.0,1967.0,5,22.0,24
1955,1955,Utah State University,75,Bert Cook,G,185.0,,,,,0.316,1.1,3.6,0.68,0.9,1.4,37,3.2,,,,,,,,,,,,,1929.0,0,23.1,26
1950,1950,University of Wisconsin,70,Bobby Cook,G,155.0,,,,,0.358,4.4,12.2,0.79,2.8,3.5,51,11.5,,,,,,,,,,,,,1923.0,0,22.2,27
2004,2012,University of Illinois at Urbana-Champaign,81,Brian Cook,F,234.0,1.6,0.382,0.6,0.502,0.439,2.2,4.9,0.7829999999999999,0.5,0.7,421,5.5,2.1,0.33899999999999997,0.7,0.548,9.4,0.51,4.8,0.7929999999999999,3.7,2.9,132.0,13.2,1980.0,8,25.1,24
2008,2013,Ohio State University,77,Daequan Cook,G,205.0,3.8,0.359,1.3,0.47600000000000003,0.369,2.3,6.3,0.813,0.5,0.6,328,6.4,3.3,0.415,1.4,0.531,8.1,0.445,3.6,0.6970000000000001,1.7,1.2,39.0,9.8,1987.0,5,24.3,21
1981,1989,University of Portland,75,Darwin Cook,G,184.0,0.5,0.196,0.1,0.45799999999999996,0.45299999999999996,4.1,8.9,0.764,1.3,1.7,612,9.5,,,,,13.1,0.489,6.4,0.73,3.6,2.6,109.0,15.3,1958.0,8,23.0,23
1980,1988,Idaho State University,82,Jeff Cook,F,215.0,0.0,0.055999999999999994,0.0,0.462,0.462,2.1,4.5,0.716,1.1,1.5,518,5.3,,,,,6.8,0.496,3.4,0.6779999999999999,2.6,1.7,100.0,8.5,1956.0,8,22.5,24
1977,1978,University of Kansas,80,Norm Cook,F,210.0,,,,,0.373,1.0,2.8,0.529,0.3,0.6,27,2.4,,,,,,,,,,,,,1955.0,1,23.1,22
2004,2005,St. John's University,73,Omar Cook,G,190.0,0.2,0.0,0.0,0.33299999999999996,0.33299999999999996,0.8,2.3,0.5,0.1,0.3,22,1.7,7.6,0.309,2.3,0.448,13.5,0.36,4.9,0.742,4.4,3.3,29.0,15.3,1982.0,1,25.1,22
2017,2018,Duke University,74,Quinn Cook,G,184.0,2.8,0.441,1.2,0.584,0.494,3.3,6.7,0.8079999999999999,0.5,0.6,46,8.3,4.4,0.375,1.7,0.529,8.6,0.43200000000000005,3.7,0.853,2.2,1.9,143.0,11.0,1993.0,1,23.6,24
2018,2018,University of Dayton,77,Charles Cooke,G,196.0,0.6,0.14300000000000002,0.1,0.192,0.154,0.2,1.1,0.5,0.1,0.2,12,0.5,3.5,0.365,1.3,0.5,9.5,0.434,4.1,0.7020000000000001,4.6,3.2,123.0,12.8,1994.0,0,23.2,24
1986,1986,Saint Mary's College of California,80,David Cooke,F,230.0,0.0,,0.0,0.182,0.182,0.3,1.8,0.5,0.8,1.7,6,1.5,,,,,7.1,0.49,3.5,0.6459999999999999,3.9,2.5,106.0,9.5,1963.0,0,25.3,23
1971,1971,Indiana University,75,Joe Cooke,G,175.0,,,,,0.39299999999999996,1.8,4.7,0.8140000000000001,0.7,0.8,73,4.3,,,,,,,,,,,,,1948.0,0,21.9,23
2015,2018,University of Notre Dame,81,Jack Cooley,F,260.0,0.0,,0.0,0.47600000000000003,0.47600000000000003,1.0,2.0,0.5,0.6,1.2,21,2.5,0.0,0.5,0.0,0.604,5.3,0.601,3.2,0.6629999999999999,2.8,1.9,123.0,8.3,1991.0,3,27.9,24
1951,1956,Duquesne University,77,Chuck Cooper,F,210.0,,,,,0.33899999999999997,2.3,6.7,0.743,2.1,2.8,409,6.7,,,,,,,,,,,,,1926.0,5,24.9,25
1993,1994,University of Southern California,73,Duane Cooper,G,185.0,0.4,0.21600000000000003,0.1,0.42200000000000004,0.402,0.9,2.3,0.72,0.4,0.6,88,2.3,2.4,0.40299999999999997,1.0,0.553,4.7,0.456,2.1,0.604,1.6,1.0,118.0,6.2,1969.0,1,24.4,24
1982,1985,"Howard University, University of Tulsa, University of Colorado",82,Joe Cooper,C,230.0,0.0,,0.0,0.506,0.506,1.9,3.7,0.5429999999999999,0.8,1.5,24,4.5,,,,,9.8,0.505,4.9,0.616,2.8,1.7,111.0,11.6,1957.0,3,24.0,25
1979,1990,University of New Mexico,77,Michael Cooper,G,170.0,1.4,0.34,0.5,0.502,0.469,3.5,7.4,0.833,1.5,1.8,873,8.9,,,,,12.4,0.5,6.2,0.737,4.3,3.2,58.0,15.6,1956.0,11,20.2,23
1979,1992,University of New Orleans,82,Wayne Cooper,C,220.0,0.1,0.146,0.0,0.457,0.457,3.3,7.2,0.736,1.3,1.8,984,7.9,,,,,12.6,0.49700000000000005,6.3,0.742,2.6,2.0,81.0,14.5,1956.0,13,23.0,23
1992,1992,Marquette University,82,Tom Copa,C,275.0,0.0,,0.0,0.55,0.55,0.7,1.2,0.308,0.1,0.4,33,1.5,0.0,,0.0,0.5,6.6,0.501,3.3,0.627,2.6,1.6,120.0,8.2,1964.0,0,28.8,28
2013,2016,University of Colorado,81,Chris Copeland,F,239.0,2.5,0.365,0.9,0.516,0.42700000000000005,2.1,5.0,0.752,0.7,0.9,171,5.8,2.9,0.361,1.0,0.508,5.9,0.431,2.5,0.701,2.0,1.4,113.0,7.5,1984.0,3,25.6,29
1980,1982,Rutgers University,78,Hollis Copeland,F,180.0,0.0,0.0,0.0,0.488,0.488,2.1,4.4,0.7390000000000001,0.7,1.0,93,5.0,,,,,12.6,0.515,6.5,0.619,2.6,1.6,121.0,14.6,1955.0,2,20.8,25
1990,1992,Georgia State University,78,Lanard Copeland,G,190.0,0.2,0.14300000000000002,0.0,0.423,0.418,1.2,2.8,0.813,0.4,0.5,33,2.7,2.8,0.355,1.0,0.505,9.1,0.446,4.1,0.6809999999999999,1.8,1.2,89.0,11.0,1965.0,2,22.0,25
1986,2001,DePaul University,78,Tyrone Corbin,G,210.0,0.6,0.299,0.2,0.46799999999999997,0.456,3.7,8.1,0.7909999999999999,1.6,2.1,1065,9.2,,,,,8.6,0.504,4.4,0.764,3.6,2.8,120.0,11.5,1962.0,15,24.3,24
1992,1994,North Carolina State University,73,Chris Corchiani,G,185.0,0.7,0.26899999999999996,0.2,0.455,0.42100000000000004,1.2,2.8,0.816,1.2,1.5,112,3.7,2.5,0.408,1.0,0.532,7.9,0.46299999999999997,3.7,0.8220000000000001,3.8,3.2,124.0,11.5,1968.0,2,24.4,24
1950,1953,Georgetown University,73,Ray Corley,G,180.0,,,,,0.304,1.6,5.4,0.601,1.1,1.8,102,4.3,,,,,,,,,,,,,1928.0,3,23.7,22
1979,1991,DePaul University,83,Dave Corzine,C,250.0,0.1,0.18899999999999997,0.0,0.485,0.484,3.5,7.2,0.747,1.6,2.1,891,8.5,,,,,14.5,0.49200000000000005,7.1,0.741,3.9,2.9,111.0,17.1,1956.0,12,25.5,23
1955,1968,Niagara University,73,Larry Costello,G,186.0,,,,,0.43799999999999994,4.4,10.0,0.841,3.4,4.1,706,12.2,,,,,4.6,1.2109999999999999,5.6,0.746,5.1,3.8,85.0,15.0,1931.0,13,24.5,24
2018,2018,Michigan State University,81,Matt Costello,F,245.0,0.0,,0.0,0.5,0.5,0.5,1.0,,0.0,0.0,4,1.0,0.1,0.16699999999999998,0.0,0.571,4.2,0.5670000000000001,2.4,0.713,1.8,1.3,138.0,6.0,1993.0,0,26.3,25
2015,2016,Providence College,73,Bryce Cotton,G,165.0,1.0,0.304,0.3,0.462,0.418,1.4,3.4,0.833,0.7,0.8,23,3.8,5.7,0.361,2.0,0.509,11.2,0.42100000000000004,4.7,0.838,4.5,3.7,130.0,15.2,1992.0,1,21.8,23
1950,1950,University of Wyoming,79,Jack Cotton,F,200.0,,,,,0.292,1.8,6.1,0.509,1.5,3.0,54,5.1,,,,,,,,,,,,,1924.0,0,22.5,26
1998,1999,"California State University, Long Beach",77,James Cotton,G,220.0,0.4,0.0,0.0,0.359,0.359,0.7,2.1,0.778,1.1,1.4,19,2.6,5.3,0.369,2.0,0.52,12.7,0.442,5.6,0.8,6.2,5.0,80.0,18.2,1975.0,1,26.1,23
1980,1980,University of California,79,John Coughran,F,225.0,0.4,0.222,0.1,0.37,0.358,1.2,3.4,0.5710000000000001,0.3,0.6,24,2.8,,,,,12.5,0.467,5.8,0.6990000000000001,4.5,3.2,80.0,14.8,1951.0,0,25.3,29
1965,1976,Oregon State University,85,Mel Counts,C,230.0,,,,,0.435,3.4,7.8,0.764,1.5,2.0,789,8.3,,,,,,,,,,,,,1941.0,11,22.4,24
1965,1965,Saint Joseph's University,73,Steve Courtin,G,188.0,,,,,0.408,1.8,4.3,0.81,0.7,0.9,24,4.2,,,,,,,,,,,,,1942.0,0,24.8,23
1993,1997,"Mississippi State University, University of Southern Mississippi",80,Joe Courtney,F,235.0,0.0,0.667,0.0,0.43700000000000006,0.433,1.1,2.6,0.633,0.5,0.8,96,2.8,0.0,0.0,0.0,0.468,4.7,0.462,2.2,0.685,1.5,1.0,98.0,5.3,1969.0,4,25.8,24
2011,2011,"Seton Hall University, University of Houston",83,Marcus Cousin,C,245.0,0.0,,0.0,0.667,0.667,0.5,0.8,,0.0,0.0,4,1.0,0.0,0.0,0.0,0.5,3.8,0.483,1.9,0.745,2.0,1.5,106.0,5.2,1986.0,0,25.0,25
2011,2018,University of Kentucky,83,DeMarcus Cousins,C,270.0,1.7,0.33799999999999997,0.6,0.478,0.46,7.7,16.7,0.737,5.6,7.6,535,21.5,0.2,0.16699999999999998,0.0,0.557,9.7,0.5579999999999999,5.4,0.604,7.1,4.3,38.0,15.1,1990.0,7,27.6,21
1951,1970,College of the Holy Cross,73,Bob Cousy,G,175.0,,,,,0.375,6.7,17.8,0.8029999999999999,5.0,6.2,924,18.4,,,,,5.6,1.0759999999999998,6.1,0.81,3.8,3.1,117.0,15.2,1928.0,19,23.1,23
2014,2018,Tennessee State University,81,Robert Covington,F,215.0,6.5,0.359,2.3,0.511,0.39899999999999997,4.2,10.5,0.821,2.0,2.4,289,12.7,3.7,0.42200000000000004,1.5,0.545,11.1,0.47600000000000003,5.3,0.802,3.4,2.7,118.0,14.8,1990.0,4,23.0,24
1971,1983,Florida State University,81,Dave Cowens,C,230.0,0.1,0.071,0.0,0.46,0.46,7.5,16.3,0.7829999999999999,2.6,3.4,766,17.6,,,,,14.4,0.519,7.5,0.679,5.9,4.0,78.0,19.0,1948.0,12,24.6,23
1983,1983,"Villanova University, University of San Francisco",74,Chubby Cox,G,180.0,0.3,0.0,0.0,0.35100000000000003,0.35100000000000003,1.9,5.3,0.5,0.4,0.9,7,4.1,,,,,9.8,0.426,4.2,0.695,2.9,2.0,107.0,10.4,1955.0,0,23.1,28
1963,1963,University of Kentucky,76,Johnny Cox,G,180.0,,,,,0.42100000000000004,3.3,7.8,0.7040000000000001,1.3,1.8,73,7.8,,,,,,,,,,,,,1936.0,0,21.9,27
1978,1979,University of Louisville,78,Wesley Cox,F,215.0,,,,,0.41200000000000003,1.6,4.0,0.51,1.3,2.6,74,4.6,,,,,,,,,,,,,1955.0,1,24.8,23
2014,2018,University of California,78,Allen Crabbe,G,210.0,4.0,0.39299999999999996,1.6,0.539,0.43700000000000006,3.4,7.7,0.846,1.1,1.3,299,9.4,5.6,0.382,2.1,0.529,12.2,0.446,5.4,0.8190000000000001,3.3,2.7,98.0,15.7,1992.0,4,24.3,22
2018,2018,University of South Carolina Upstate,78,Torrey Craig,G,215.0,1.6,0.293,0.5,0.515,0.45299999999999996,1.7,3.7,0.629,0.6,0.9,37,4.4,6.9,0.33,2.3,0.496,13.8,0.413,5.7,0.6709999999999999,3.8,2.6,131.0,16.2,1990.0,0,24.8,28
1998,2004,Marquette University,81,Chris Crawford,F,235.0,0.8,0.34700000000000003,0.3,0.462,0.43700000000000006,2.4,5.5,0.8240000000000001,1.5,1.8,252,6.6,2.0,0.373,0.8,0.493,7.3,0.444,3.2,0.721,2.9,2.1,113.0,9.3,1975.0,6,25.2,23
1967,1971,St. Bonaventure University,76,Freddie Crawford,G,189.0,,,,,0.446,2.8,6.3,0.595,1.2,2.1,297,6.8,,,,,,,,,,,,,1941.0,4,23.0,26
2001,2018,University of Michigan,77,Jamal Crawford,G,200.0,4.9,0.349,1.7,0.478,0.41100000000000003,5.2,12.7,0.862,2.9,3.3,1260,15.0,5.9,0.327,1.9,0.477,15.0,0.41200000000000003,6.2,0.784,3.0,2.4,17.0,16.6,1980.0,17,23.7,21
2009,2009,University of Kentucky,77,Joe Crawford,F,210.0,2.0,0.25,0.5,0.35,0.3,1.5,5.0,1.0,1.0,1.0,2,4.5,4.2,0.35,1.5,0.516,9.2,0.43799999999999994,4.0,0.7020000000000001,2.6,1.8,127.0,11.3,1986.0,0,24.9,23
2011,2018,"Indiana University, Xavier University",76,Jordan Crawford,G,195.0,3.7,0.318,1.2,0.46399999999999997,0.41100000000000003,4.6,11.2,0.826,1.9,2.3,279,12.3,4.4,0.384,1.7,0.52,12.4,0.455,5.6,0.765,3.3,2.6,65.0,15.5,1988.0,7,23.7,23
1976,1976,University of Colorado,80,Jim Creighton,F,200.0,,,,,0.27899999999999997,0.4,1.3,0.43799999999999994,0.2,0.5,32,1.0,,,,,,,,,,,,,1950.0,0,22.0,26
1986,1986,Boston College,85,Ron Crevier,C,235.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,3,0.0,,,,,1.2,0.612,0.7,0.39299999999999996,1.0,0.4,56.0,1.9,1958.0,0,22.9,28
1947,1947,Iowa State University,75,Hal Crisler,F,215.0,,,,,0.33299999999999996,0.5,1.5,1.0,0.5,0.5,4,1.5,,,,,,,,,,,,,1923.0,0,26.9,24
2002,2002,Pennsylvania State University,73,Joe Crispin,G,185.0,1.9,0.385,0.7,0.493,0.382,1.2,3.2,0.9229999999999999,0.6,0.6,21,3.8,7.0,0.348,2.4,0.472,12.7,0.382,4.8,0.885,4.0,3.5,127.0,15.6,1979.0,0,24.4,23
1978,1985,New Mexico State University,68,Charlie Criss,G,165.0,0.4,0.179,0.1,0.435,0.43200000000000005,3.1,7.3,0.831,2.1,2.5,418,8.5,,,,,11.7,0.43,5.0,0.763,4.4,3.4,61.0,13.4,1948.0,7,25.1,30
1969,1969,University of California,70,Russell Critchfield,G,150.0,0.1,0.0,0.0,0.361,0.361,1.1,3.1,0.655,1.2,1.8,47,3.4,,,,,,,,,,,,,1946.0,0,21.5,23
1988,1989,Texas A&M University,79,Winston Crite,F,233.0,0.0,,0.0,0.479,0.479,1.1,2.3,0.76,0.6,0.8,31,2.8,0.0,0.0,0.0,0.562,8.9,0.562,5.0,0.672,4.2,2.8,123.0,12.8,1965.0,1,26.2,23
2008,2009,Georgia Institute of Technology,77,Javaris Crittenton,G,200.0,0.5,0.231,0.1,0.45399999999999996,0.442,2.0,4.6,0.638,1.1,1.7,113,5.3,3.2,0.35600000000000004,1.1,0.495,11.0,0.45,4.9,0.7829999999999999,4.3,3.4,32.0,14.4,1987.0,1,23.7,21
1949,1953,Western Michigan University,76,Dillard Crocker,F,205.0,,,,,0.316,2.9,9.1,0.706,3.0,4.3,154,8.8,,,,,,,,,,,,,1925.0,4,25.0,24
1971,1971,University of Tennessee,82,Bobby Croft,C,200.0,0.0,0.0,0.0,0.36200000000000004,0.36200000000000004,2.0,5.6,0.652,1.2,1.8,62,5.2,,,,,,,,,,,,,1946.0,0,20.9,25
1979,1984,University of North Carolina,83,Geoff Crompton,C,280.0,0.0,,0.0,0.37,0.37,0.5,1.3,0.442,0.2,0.5,82,1.2,,,,,3.0,0.491,1.5,0.455,1.2,0.6,36.0,3.5,1955.0,5,28.6,24
1980,1980,University of Tennessee,76,Terry Crosby,G,195.0,0.0,,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,4,1.5,,,,,9.0,0.495,4.5,0.711,2.0,1.4,106.0,10.3,1957.0,0,23.7,23
1998,2009,Providence College,81,Austin Croshere,F,235.0,1.9,0.34,0.7,0.466,0.40700000000000003,2.3,5.6,0.861,1.6,1.9,659,6.8,3.6,0.34,1.2,0.505,9.3,0.44,4.1,0.843,3.8,3.2,121.0,12.6,1975.0,11,25.2,23
1986,1986,University of Maine,82,Jeff Cross,F,240.0,0.0,,0.0,0.25,0.25,0.3,1.1,0.56,0.7,1.2,21,1.2,,,,,9.3,0.524,4.9,0.643,5.6,3.6,100.0,13.4,1961.0,0,25.1,25
1971,1973,University of San Francisco,81,Pete Cross,C,230.0,,,,,0.431,2.2,5.1,0.695,1.4,2.0,182,5.8,,,,,,,,,,,,,1948.0,2,24.6,23
1984,1984,Purdue University,82,Russell Cross,C,215.0,0.0,,0.0,0.5710000000000001,0.5710000000000001,1.4,2.5,0.418,0.8,2.0,45,3.7,,,,,10.4,0.578,6.0,0.628,7.1,4.5,93.0,16.4,1961.0,0,22.5,23
1948,1950,University of Pennsylvania,73,Chink Crossin,G,165.0,,,,,0.318,2.0,6.2,0.711,0.8,1.1,147,4.7,,,,,,,,,,,,,1923.0,2,21.8,25
1993,2003,University of Virginia,73,John Crotty,G,185.0,0.8,0.384,0.3,0.48100000000000004,0.431,1.3,3.0,0.8370000000000001,1.1,1.3,477,4.0,4.0,0.34600000000000003,1.4,0.49,9.8,0.415,4.1,0.6940000000000001,4.6,3.2,129.0,12.8,1969.0,10,24.4,24
1968,1968,Westminster College of Utah,73,Bill Crow,G,180.0,0.0,,0.0,0.125,0.125,1.0,8.0,0.25,1.0,4.0,1,3.0,,,,,,,,,,,,,1940.0,0,23.7,28
1978,1978,Duke University,79,Mark Crow,F,210.0,,,,,0.43799999999999994,2.3,5.3,0.7,0.9,1.3,15,5.6,,,,,,,,,,,,,1954.0,0,23.7,24
1992,1995,Kentucky Wesleyan College,77,Corey Crowder,G,214.0,0.6,0.382,0.2,0.42200000000000004,0.369,0.8,2.1,0.708,0.3,0.4,58,2.1,,,,,,,,,,,,,1969.0,3,25.4,23
2013,2018,Marquette University,78,Jae Crowder,F,235.0,3.6,0.342,1.2,0.512,0.43,3.2,7.4,0.79,1.5,1.9,461,9.0,4.1,0.35,1.4,0.557,10.6,0.49200000000000005,5.2,0.6829999999999999,4.0,2.7,72.0,14.6,1990.0,5,27.2,23
1970,1971,University of Tulsa,79,Al Cueto,C,230.0,0.1,0.23800000000000002,0.0,0.40700000000000003,0.40399999999999997,2.1,5.2,0.71,1.1,1.5,149,5.3,,,,,,,,,,,,,1946.0,1,25.9,24
1980,1991,University of Cincinnati,81,Pat Cummings,F,230.0,0.0,0.0,0.0,0.49700000000000005,0.49700000000000005,4.0,8.1,0.737,1.6,2.1,683,9.6,,,,,12.6,0.581,7.3,0.758,3.2,2.4,103.0,17.1,1956.0,11,24.6,24
1983,2000,DePaul University,81,Terry Cummings,F,220.0,0.1,0.295,0.0,0.485,0.484,6.8,14.1,0.706,2.8,4.0,1183,16.4,,,,,12.2,0.53,6.5,0.775,4.6,3.5,85.0,16.4,1961.0,17,23.6,22
2000,2002,University of Pittsburgh,75,Vonteego Cummings,G,185.0,1.7,0.321,0.5,0.423,0.38299999999999995,2.6,6.8,0.726,1.2,1.6,199,6.9,3.9,0.33399999999999996,1.3,0.476,12.7,0.423,5.4,0.6990000000000001,4.7,3.3,103.0,15.3,1976.0,2,23.1,24
1966,1976,University of North Carolina,78,Billy Cunningham,F,210.0,0.5,0.263,0.1,0.452,0.452,8.0,17.6,0.73,5.2,7.1,770,21.2,,,,,20.1,0.473,9.5,0.628,9.2,5.8,69.0,24.8,1943.0,10,24.3,23
2010,2018,Villanova University,80,Dante Cunningham,F,230.0,0.9,0.332,0.3,0.495,0.469,2.6,5.6,0.645,0.6,0.9,649,6.0,0.0,0.33299999999999996,0.0,0.521,7.1,0.524,3.7,0.693,3.2,2.2,139.0,9.6,1987.0,8,25.3,23
1969,1975,Murray State University,82,Dick Cunningham,C,245.0,,,,,0.406,1.1,2.8,0.636,0.5,0.9,358,2.8,,,,,,,,,,,,,1946.0,6,25.6,23
