active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
1950,1953,Saint Mary's College of California,74,Frank Kudelka,G,193.0,,,,,0.331,2.7,8.1,0.708,1.8,2.6,228,7.2,,,,,,,,,,,,,1925.0,3,24.8,25
1978,1980,University of North Carolina,74,John Kuester,G,180.0,0.0,0.0,0.0,0.42700000000000005,0.42700000000000005,1.3,3.0,0.833,0.8,0.9,135,3.3,,,,,4.3,0.48200000000000004,2.1,0.7559999999999999,1.6,1.2,121.0,5.4,1955.0,2,23.1,23
1948,1949,University of Notre Dame,75,Ray Kuka,F,200.0,,,,,0.32,1.9,5.9,0.591,1.1,1.8,52,4.9,,,,,,,,,,,,,1922.0,1,25.0,26
1994,2006,,82,Toni Kukoc,F,192.0,2.6,0.335,0.9,0.49200000000000005,0.447,4.3,9.6,0.7290000000000001,2.1,2.9,846,11.6,,,,,,,,,,,,,1968.0,12,20.1,26
1974,1982,University of Iowa,85,Kevin Kunnert,C,230.0,0.0,,0.0,0.47600000000000003,0.47600000000000003,3.6,7.7,0.682,1.0,1.5,555,8.3,,,,,12.9,0.519,6.7,0.6629999999999999,3.7,2.5,72.0,15.9,1951.0,8,22.4,23
1968,1968,University of Minnesota,76,Terry Kunze,G,210.0,0.2,0.455,0.1,0.349,0.33899999999999997,1.8,5.3,0.578,1.3,2.2,46,5.0,,,,,,,,,,,,,1943.0,0,25.6,25
1977,1986,University of North Carolina,81,Mitch Kupchak,F,230.0,0.0,0.0,0.0,0.523,0.523,3.9,7.5,0.7040000000000001,2.3,3.3,510,10.2,,,,,9.3,0.586,5.5,0.665,3.9,2.6,119.0,13.5,1954.0,9,24.6,23
1976,1978,University of Michigan,78,C.J. Kupec,F,220.0,,,,,0.42700000000000005,1.7,3.9,0.772,0.8,1.0,147,4.1,,,,,,,,,,,,,1953.0,2,25.4,23
2009,2009,University of Notre Dame,81,Rob Kurz,F,232.0,1.0,0.395,0.4,0.447,0.389,1.3,3.3,0.8,1.0,1.3,40,3.9,1.6,0.409,0.7,0.525,6.0,0.46799999999999997,2.8,0.81,3.8,3.1,108.0,9.4,1985.0,0,24.9,24
2005,2005,,78,Ibo Kutluay,G,200.0,0.0,,0.0,0.0,0.0,0.0,0.2,,0.0,0.0,5,0.0,,,,,,,,,,,,,1974.0,0,23.1,31
2018,2018,University of Utah,81,Kyle Kuzma,F,220.0,5.6,0.366,2.1,0.527,0.45,6.1,13.5,0.7070000000000001,1.9,2.7,77,16.1,,,,,,,,,,,,,1995.0,0,23.6,23
2014,2015,,85,Ognjen Kuzmic,C,251.0,0.0,,0.0,0.52,0.52,0.4,0.7,0.6,0.2,0.4,37,0.9,,,,,,,,,,,,,1990.0,1,24.4,24
2017,2018,,81,Mindaugas Kuzminskas,F,215.0,2.4,0.321,0.8,0.499,0.426,2.3,5.4,0.809,0.8,1.0,69,6.2,,,,,,,,,,,,,1989.0,1,23.0,28
2017,2018,University of Kentucky,83,Skal Labissiere,F,225.0,0.6,0.35600000000000004,0.2,0.49200000000000005,0.47600000000000003,3.5,7.3,0.7659999999999999,1.6,2.1,93,8.7,0.1,0.0,0.0,0.509,5.3,0.516,2.7,0.6609999999999999,1.7,1.1,36.0,6.6,1996.0,1,23.0,21
1969,1969,Western Michigan University,77,Reggie Lacefield,G,230.0,0.1,0.0,0.0,0.5,0.5,1.4,2.8,0.5,0.3,0.5,8,3.0,,,,,,,,,,,,,1945.0,0,27.3,24
1969,1969,"University of California, Los Angeles",78,Edgar Lacey,F,190.0,0.0,0.0,0.0,0.447,0.447,2.1,4.8,0.5670000000000001,0.8,1.5,46,5.1,,,,,,,,,,,,,1944.0,0,22.0,25
1971,1983,New Mexico State University,82,Sam Lacey,C,235.0,0.1,0.188,0.0,0.441,0.441,4.3,9.7,0.738,1.7,2.4,1002,10.3,,,,,14.7,0.45399999999999996,6.7,0.66,4.4,2.9,89.0,16.3,1948.0,12,24.6,23
1973,1974,Marquette University,77,Bob Lackey,G,200.0,0.1,0.4,0.0,0.434,0.431,2.2,5.1,0.593,1.4,2.4,71,5.8,,,,,,,,,,,,,1949.0,1,23.7,24
1961,1963,University of San Francisco,77,Fred LaCour,G,210.0,,,,,0.42100000000000004,2.6,6.3,0.774,1.2,1.6,144,6.5,,,,,,,,,,,,,1938.0,2,24.9,23
1971,1975,University of Southern Mississippi,77,Wendell Ladner,F,220.0,1.5,0.252,0.4,0.4,0.386,5.0,12.9,0.7120000000000001,1.2,1.7,300,11.6,,,,,,,,,,,,,1948.0,4,26.1,23
1993,2005,Duke University,83,Christian Laettner,F,235.0,0.4,0.261,0.1,0.486,0.48,4.6,9.7,0.82,3.4,4.2,868,12.8,1.1,0.485,0.5,0.597,9.8,0.574,5.6,0.8059999999999999,6.0,4.8,148.0,16.6,1969.0,12,24.0,24
2010,2010,University of Houston,74,Oliver Lafayette,G,190.0,2.0,0.5,1.0,0.583,0.5,3.0,6.0,,0.0,0.0,1,7.0,7.8,0.322,2.5,0.452,13.6,0.359,4.9,0.725,3.8,2.7,64.0,15.0,1984.0,0,24.4,26
1999,2008,University of Kansas,83,Raef LaFrentz,F,240.0,2.3,0.363,0.8,0.516,0.466,4.0,8.5,0.711,1.3,1.9,563,10.1,0.3,0.371,0.1,0.562,11.3,0.555,6.3,0.7120000000000001,4.3,3.1,131.0,15.8,1976.0,9,24.5,23
1978,1985,University of North Carolina,82,Tom LaGarde,C,220.0,0.0,0.0,0.0,0.462,0.462,2.8,6.0,0.64,2.0,3.2,312,7.6,,,,,6.2,0.583,3.6,0.763,3.5,2.7,102.0,9.9,1955.0,7,23.0,23
1981,1994,University of Notre Dame,83,Bill Laimbeer,C,245.0,0.6,0.326,0.2,0.507,0.498,5.2,10.5,0.8370000000000001,2.3,2.7,1068,12.9,,,,,5.7,0.5429999999999999,3.1,0.695,2.0,1.4,98.0,7.6,1957.0,13,25.0,24
1947,1947,Ohio University,74,Pete Lalich,F,190.0,,,,,0.0,0.0,1.0,,0.0,0.0,1,0.0,,,,,,,,,,,,,1920.0,0,24.4,27
1974,1977,University of Louisiana at Lafayette,73,Bo Lamar,G,180.0,2.2,0.267,0.6,0.424,0.41100000000000003,6.8,16.6,0.768,2.4,3.1,273,16.4,,,,,,,,,,,,,1951.0,3,23.7,23
2013,2014,University of Kentucky,76,Doron Lamb,G,210.0,1.3,0.39399999999999996,0.5,0.45799999999999996,0.381,1.2,3.2,0.7,0.5,0.7,100,3.5,3.9,0.475,1.8,0.584,8.9,0.485,4.3,0.8109999999999999,3.2,2.6,78.0,13.1,1991.0,1,25.6,22
2013,2018,University of Connecticut,77,Jeremy Lamb,G,185.0,2.7,0.337,0.9,0.504,0.445,3.5,7.8,0.8370000000000001,1.3,1.6,355,9.1,4.5,0.348,1.6,0.555,11.0,0.48200000000000004,5.3,0.8059999999999999,2.4,1.9,75.0,14.1,1992.0,5,21.9,21
1976,1982,University of Southern California,82,John Lambert,C,225.0,0.1,0.083,0.0,0.428,0.428,1.6,3.8,0.693,0.5,0.8,446,3.8,,,,,8.0,0.519,4.2,0.679,2.3,1.5,83.0,9.9,1953.0,6,23.5,23
1982,1989,University of Virginia,78,Jeff Lamp,F,195.0,0.2,0.222,0.0,0.474,0.47,2.1,4.4,0.841,0.9,1.1,291,5.1,,,,,13.9,0.49200000000000005,6.8,0.8490000000000001,6.1,5.2,123.0,18.8,1959.0,7,22.5,23
2004,2006,,83,Maciej Lampe,C,275.0,0.1,0.25,0.0,0.41100000000000003,0.40700000000000003,1.5,3.6,0.6759999999999999,0.4,0.6,64,3.4,,,,,,,,,,,,,1985.0,2,28.1,19
1987,1987,"Vanderbilt University, University of Arkansas at Little Rock",82,Jim Lampley,C,230.0,0.0,,0.0,0.33299999999999996,0.33299999999999996,1.0,3.0,0.5,1.0,2.0,1,3.0,,,,,,,,,,,,,1960.0,0,24.0,27
2003,2004,University of California,79,Sean Lampley,F,227.0,0.1,0.0,0.0,0.46299999999999997,0.46299999999999997,1.5,3.3,0.691,1.4,2.1,45,4.5,0.7,0.21,0.1,0.5,10.9,0.494,5.4,0.6709999999999999,5.3,3.6,123.0,14.4,1979.0,1,25.6,24
2008,2016,Purdue University,81,Carl Landry,F,248.0,0.1,0.3,0.0,0.536,0.535,4.1,7.6,0.785,2.7,3.4,513,10.8,0.7,0.233,0.2,0.61,10.5,0.602,6.3,0.7140000000000001,7.9,5.6,64.0,18.4,1983.0,8,26.6,25
2010,2010,University of Wisconsin,79,Marcus Landry,F,230.0,1.6,0.321,0.5,0.47700000000000004,0.37200000000000005,0.9,2.4,0.6,0.2,0.3,18,2.4,1.5,0.361,0.5,0.521,7.2,0.49,3.5,0.67,2.4,1.6,121.0,9.2,1985.0,0,25.9,25
1978,1984,"University of Minnesota, Arizona State University",80,Mark Landsberger,F,215.0,0.0,0.0,0.0,0.48100000000000004,0.48100000000000004,2.3,4.9,0.522,1.0,1.8,437,5.6,,,,,13.6,0.48200000000000004,6.6,0.621,5.0,3.1,51.0,16.2,1955.0,6,23.6,23
1989,1993,University of Pittsburgh,78,Jerome Lane,F,230.0,0.1,0.063,0.0,0.442,0.441,2.3,5.2,0.379,0.7,1.9,218,5.3,0.2,0.267,0.1,0.534,8.9,0.525,4.7,0.628,5.8,3.7,93.0,13.1,1966.0,4,26.6,23
1989,2000,University of Arkansas,83,Andrew Lang,C,245.0,0.0,0.25,0.0,0.47100000000000003,0.47,2.4,5.1,0.7440000000000001,1.2,1.6,737,6.0,0.0,,0.0,0.492,5.9,0.489,2.9,0.575,2.0,1.1,121.0,6.9,1966.0,11,25.0,23
1995,2000,Duke University,80,Antonio Lang,F,205.0,0.1,0.0,0.0,0.455,0.455,0.8,1.9,0.7190000000000001,0.6,0.8,143,2.3,0.0,0.0,0.0,0.563,4.8,0.57,2.7,0.659,3.1,2.1,135.0,7.5,1972.0,5,22.5,23
2007,2007,,82,James Lang,C,285.0,0.0,,0.0,0.444,0.444,0.4,0.8,0.6,0.3,0.5,11,1.0,,,,,,,,,,,,,1983.0,0,29.8,24
2000,2002,Duke University,75,Trajan Langdon,G,197.0,1.8,0.396,0.7,0.49700000000000005,0.41600000000000004,1.8,4.4,0.91,1.0,1.1,119,5.4,5.9,0.426,2.5,0.579,10.1,0.451,4.6,0.862,3.3,2.8,136.0,14.5,1976.0,2,24.6,24
2008,2008,University of Kansas,76,Keith Langford,G,215.0,0.0,,0.0,0.25,0.25,0.5,2.0,,0.0,0.0,2,1.0,2.3,0.32799999999999996,0.8,0.53,10.0,0.495,4.9,0.649,4.2,2.7,136.0,13.3,1983.0,0,26.2,25
2001,2004,Vanderbilt University,83,Dan Langhi,F,220.0,0.3,0.289,0.1,0.40299999999999997,0.391,1.3,3.3,0.613,0.3,0.5,133,3.0,3.0,0.38299999999999995,1.1,0.506,9.0,0.445,4.0,0.831,3.9,3.3,121.0,12.4,1977.0,3,22.5,24
1971,1984,St. Bonaventure University,83,Bob Lanier,C,250.0,0.0,0.154,0.0,0.514,0.514,8.1,15.7,0.767,3.9,5.1,959,20.1,,,,,19.7,0.5760000000000001,11.3,0.667,7.3,4.9,75.0,27.6,1948.0,13,25.5,23
1969,1976,University of Nebraska,75,Stu Lantz,G,175.0,,,,,0.435,4.5,10.4,0.8140000000000001,3.4,4.1,547,12.4,,,,,,,,,,,,,1946.0,7,21.9,23
2017,2017,,76,Nicolas Laprovittola,G,180.0,1.5,0.37,0.6,0.532,0.426,1.1,2.6,1.0,0.5,0.5,18,3.3,,,,,,,,,,,,,1990.0,0,21.9,27
1962,1962,University of North Carolina,76,York Larese,G,183.0,,,,,0.373,2.1,5.5,0.8059999999999999,1.0,1.2,59,5.1,,,,,,,,,,,,,1938.0,0,22.3,24
2014,2018,University of Miami,71,Shane Larkin,G,175.0,1.4,0.335,0.5,0.46799999999999997,0.423,2.1,5.0,0.777,0.8,1.0,254,5.5,4.0,0.375,1.5,0.529,8.6,0.43799999999999994,3.8,0.8079999999999999,2.7,2.2,68.0,11.2,1992.0,4,24.4,22
1998,2004,Wake Forest University,74,Rusty LaRue,G,210.0,1.7,0.318,0.6,0.431,0.376,1.9,5.1,0.841,0.6,0.7,98,5.0,3.3,0.434,1.4,0.596,4.7,0.45,2.1,0.865,0.7,0.6,107.0,6.2,1973.0,6,27.0,25
1960,1969,Dartmouth College,79,Rudy LaRusso,F,220.0,,,,,0.431,5.6,12.9,0.767,4.5,5.9,736,15.6,,,,,,,,,,,,,1937.0,9,24.8,23
1976,1977,Indiana University,78,John Laskowski,G,185.0,,,,,0.39799999999999996,3.0,7.6,0.76,1.0,1.3,118,7.1,,,,,,,,,,,,,1953.0,1,21.4,23
2008,2008,University of Massachusetts Amherst,80,Stephane Lasme,F,215.0,0.0,,0.0,0.451,0.451,2.0,4.4,0.594,1.2,2.0,16,5.2,0.0,,0.0,0.593,5.4,0.595,3.2,0.622,3.5,2.2,118.0,8.6,1982.0,0,23.6,26
1968,1973,University of Texas at El Paso,78,Dave Lattin,F,225.0,0.0,0.0,0.0,0.47700000000000004,0.47700000000000004,2.8,5.9,0.631,1.6,2.5,263,7.2,,,,,,,,,,,,,1943.0,5,26.0,25
1997,1998,Central State University,88,Priest Lauderdale,C,325.0,0.0,0.0,0.0,0.47200000000000003,0.47200000000000003,1.4,2.9,0.5539999999999999,0.7,1.2,74,3.4,,,,,,,,,,,,,1973.0,1,29.5,24
1978,1978,Hofstra University,78,Rich Laurel,G,190.0,,,,,0.32299999999999995,1.0,3.1,1.0,0.4,0.4,10,2.4,,,,,,,,,,,,,1954.0,0,22.0,24
1971,1971,Saint Peter's College,73,Harry Laurie,G,178.0,0.0,,0.0,0.25,0.25,0.3,1.3,0.636,0.8,1.2,9,1.4,,,,,,,,,,,,,1944.0,0,23.5,27
1950,1950,University of Wisconsin,74,Walt Lautenbach,G,185.0,,,,,0.301,1.8,6.0,0.691,0.7,1.0,55,4.3,,,,,,,,,,,,,1922.0,0,23.8,28
2015,2018,,83,Joffrey Lauvergne,C,220.0,0.8,0.285,0.2,0.505,0.48,2.3,4.8,0.721,0.8,1.0,206,5.6,,,,,,,,,,,,,1991.0,3,22.5,24
1950,1951,Yale University,75,Tony Lavelli,F,185.0,,,,,0.36700000000000005,2.3,6.2,0.853,2.4,2.8,86,6.9,,,,,,,,,,,,,1926.0,1,23.1,24
2015,2018,"University of California, Los Angeles",77,Zach LaVine,G,189.0,4.0,0.373,1.5,0.501,0.43700000000000006,5.1,11.7,0.82,2.2,2.7,230,14.0,3.5,0.375,1.3,0.519,7.8,0.441,3.4,0.691,1.8,1.3,37.0,9.4,1995.0,3,22.4,20
1951,1954,Western Kentucky University,79,Bob Lavoy,F,185.0,,,,,0.384,3.1,8.1,0.7070000000000001,1.9,2.8,264,8.2,,,,,,,,,,,,,1926.0,3,20.8,25
2008,2011,Texas A&M University,75,Acie Law,G,195.0,0.6,0.235,0.1,0.434,0.413,1.4,3.4,0.778,0.9,1.2,188,3.9,2.6,0.35700000000000004,0.9,0.514,10.6,0.466,5.0,0.76,3.7,2.8,122.0,13.7,1985.0,3,24.4,23
2011,2011,Georgia Institute of Technology,81,Gani Lawal,F,234.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.549,8.2,0.5479999999999999,4.5,0.552,5.0,2.8,99.0,11.8,1988.0,0,25.1,23
1981,1981,McNeese State University,85,Edmund Lawrence,C,228.0,0.0,,0.0,0.625,0.625,1.7,2.7,0.5,0.7,1.3,3,4.0,,,,,16.9,0.493,8.3,0.563,4.9,2.8,102.0,19.5,1952.0,0,22.2,29
1998,1998,Villanova University,83,Jason Lawson,C,240.0,0.0,,0.0,0.6,0.6,0.5,0.9,0.8,0.5,0.6,17,1.5,0.0,0.0,0.0,0.586,7.0,0.586,4.1,0.6920000000000001,5.5,3.8,131.0,11.9,1974.0,0,24.5,24
2010,2017,University of North Carolina,71,Ty Lawson,G,195.0,2.4,0.359,0.9,0.504,0.46,4.5,9.8,0.77,2.7,3.6,551,12.7,2.6,0.40299999999999997,1.1,0.582,8.5,0.517,4.4,0.78,4.1,3.2,105.0,13.1,1987.0,7,27.2,23
2017,2018,University of Maryland,81,Jake Layman,F,210.0,1.0,0.239,0.2,0.35700000000000004,0.294,0.6,2.0,0.75,0.2,0.3,69,1.6,3.9,0.36200000000000004,1.4,0.532,7.7,0.445,3.4,0.759,2.6,1.9,141.0,10.2,1994.0,1,22.5,23
1972,1978,University of Southern California,73,Mo Layton,G,180.0,0.0,,0.0,0.44799999999999995,0.44799999999999995,2.9,6.5,0.7490000000000001,1.1,1.5,267,6.9,,,,,,,,,,,,,1948.0,6,23.7,24
2018,2018,"University of California, Los Angeles",82,T.J. Leaf,F,222.0,0.8,0.462,0.3,0.54,0.46799999999999997,1.1,2.4,0.643,0.2,0.3,52,2.8,1.7,0.466,0.8,0.651,10.9,0.617,6.7,0.679,3.0,2.1,35.0,16.3,1997.0,0,23.2,21
1969,1974,Niagara University,80,Manny Leaks,C,225.0,0.0,0.0,0.0,0.44,0.44,4.8,10.9,0.7070000000000001,2.3,3.2,446,11.9,,,,,,,,,,,,,1945.0,5,24.7,24
1957,1957,Temple University,73,Hal Lear,G,163.0,,,,,0.33299999999999996,0.7,2.0,,0.0,0.0,3,1.3,,,,,,,,,,,,,1935.0,0,21.5,22
1980,1989,Oklahoma City University,73,Allen Leavell,G,170.0,0.9,0.23399999999999999,0.2,0.462,0.45,3.6,8.1,0.8340000000000001,2.1,2.5,700,9.5,,,,,,,,,,,,,1957.0,9,22.4,23
1990,1990,University of North Carolina,74,Jeff Lebo,G,180.0,0.0,,0.0,0.28600000000000003,0.28600000000000003,0.5,1.8,1.0,0.5,0.5,4,1.5,5.0,0.428,2.1,0.604,8.2,0.479,3.9,0.8390000000000001,2.8,2.3,133.0,11.8,1966.0,0,23.1,24
1989,1997,University of Wyoming,83,Eric Leckner,C,265.0,0.0,0.0,0.0,0.508,0.508,1.6,3.1,0.669,0.9,1.4,449,4.1,0.0,,0.0,0.606,9.4,0.612,5.7,0.6809999999999999,4.8,3.3,131.0,14.8,1966.0,8,27.0,23
2014,2015,,79,Ricky Ledo,G,195.0,1.3,0.371,0.5,0.39399999999999996,0.336,1.4,4.0,0.769,0.7,0.9,28,3.9,,,,,,,,,,,,,1992.0,1,22.0,22
1979,1980,Marquette University,73,Butch Lee,G,185.0,0.0,,0.0,0.45,0.45,3.1,6.9,0.7609999999999999,1.9,2.5,96,8.1,,,,,12.2,0.475,5.8,0.848,4.1,3.5,115.0,15.1,1956.0,1,24.4,23
1967,1976,Vanderbilt University,82,Clyde Lee,F,205.0,,,,,0.43200000000000005,3.0,7.0,0.614,1.6,2.7,742,7.7,,,,,,,,,,,,,1944.0,9,21.4,23
2009,2018,Western Kentucky University,77,Courtney Lee,G,200.0,2.9,0.389,1.1,0.517,0.451,3.8,8.4,0.856,1.3,1.5,752,10.0,4.8,0.401,1.9,0.533,13.6,0.46399999999999997,6.3,0.8170000000000001,3.7,3.1,127.0,17.6,1985.0,9,23.7,24
2018,2018,"Drexel University, University of Louisville",78,Damion Lee,G,210.0,4.0,0.268,1.1,0.47200000000000003,0.418,4.2,10.1,0.778,1.5,1.9,14,11.0,5.7,0.36200000000000004,2.1,0.526,11.7,0.433,5.1,0.843,4.6,3.9,125.0,16.1,1992.0,0,24.3,26
1968,1969,University of San Francisco,79,David Lee,F,225.0,0.1,0.33299999999999996,0.0,0.446,0.442,2.2,4.9,0.857,2.1,2.4,58,6.4,,,,,,,,,,,,,1942.0,1,25.3,26
2006,2017,University of Florida,81,David Lee,F,245.0,0.0,0.034,0.0,0.536,0.535,5.5,10.3,0.772,2.5,3.2,829,13.5,0.0,0.0,0.0,0.581,7.4,0.581,4.3,0.6809999999999999,4.0,2.8,127.0,11.3,1983.0,11,26.3,23
1992,1995,"Texas A&M University, Purdue University",77,Doug Lee,G,200.0,0.8,0.31,0.2,0.473,0.41200000000000003,0.8,2.0,0.7,0.4,0.5,73,2.3,3.1,0.38299999999999995,1.2,0.571,6.3,0.48200000000000004,3.0,0.662,1.8,1.2,116.0,7.6,1964.0,3,23.7,28
1961,1968,University of Michigan,76,George Lee,F,200.0,,,,,0.379,2.5,6.6,0.7340000000000001,2.5,3.4,297,7.5,,,,,,,,,,,,,1936.0,7,24.3,25
1975,1976,"University of California, Los Angeles",75,Greg Lee,G,190.0,0.0,,0.0,0.526,0.526,1.0,1.9,1.0,0.4,0.4,10,2.4,,,,,,,,,,,,,1951.0,1,23.7,24
1986,1989,University of Memphis,82,Keith Lee,F,215.0,0.1,0.16699999999999998,0.0,0.452,0.451,2.5,5.6,0.746,1.1,1.5,182,6.1,,,,,14.0,0.518,7.3,0.782,5.5,4.3,128.0,18.8,1962.0,3,22.5,24
1991,1991,"Western Kentucky University, Towson University",75,Kurk Lee,G,190.0,0.3,0.2,0.1,0.289,0.268,0.4,1.5,0.893,0.5,0.6,48,1.4,4.6,0.353,1.6,0.519,10.8,0.446,4.8,0.831,3.9,3.2,122.0,14.1,1967.0,0,23.7,24
2012,2015,"University of California, Los Angeles",77,Malcolm Lee,G,200.0,0.9,0.294,0.3,0.419,0.382,1.4,3.8,0.703,0.7,1.0,36,3.9,2.7,0.278,0.8,0.493,7.5,0.441,3.3,0.7170000000000001,3.2,2.3,94.0,9.7,1990.0,3,23.7,22
1982,1982,"University of California, San Diego State University",82,Rock Lee,C,220.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,2.0,2,1.0,,,,,4.3,0.431,1.8,0.728,1.5,1.1,100.0,4.7,1955.0,0,23.0,27
1977,1982,University of Oregon,76,Ron Lee,G,193.0,0.6,0.321,0.2,0.423,0.41600000000000004,2.9,7.0,0.705,1.5,2.1,448,7.3,,,,,17.9,0.418,7.5,0.738,4.9,3.7,112.0,18.6,1952.0,5,23.5,25
1973,1975,Marshall University,77,Russ Lee,G,185.0,,,,,0.391,1.2,3.1,0.685,0.5,0.8,97,2.9,,,,,,,,,,,,,1950.0,2,21.9,23
1950,1951,Dartmouth College,75,Ed Leede,F,185.0,,,,,0.33399999999999996,2.4,7.2,0.7190000000000001,3.0,4.2,121,7.8,,,,,,,5.3,,,3.0,24.0,13.6,1927.0,1,23.1,23
1947,1947,Case Western Reserve University,74,Hank Lefkowitz,F,190.0,,,,,0.193,0.9,4.8,0.5379999999999999,0.3,0.5,24,2.1,,,,,,,,,,,,,1923.0,0,24.4,24
1990,2000,La Salle University,76,Tim Legler,G,200.0,1.9,0.431,0.8,0.523,0.447,2.5,5.5,0.84,1.3,1.5,310,7.0,5.3,0.456,2.4,0.593,11.3,0.486,5.5,0.7909999999999999,2.2,1.8,121.0,14.0,1966.0,10,24.3,24
1968,1974,Campbell University,73,George Lehmann,G,180.0,3.6,0.365,1.3,0.47100000000000003,0.418,4.3,10.3,0.841,2.2,2.6,376,11.9,,,,,,,,,,,,,1942.0,6,23.7,26
2018,2018,Bradley University,75,"Walt Lemon, Jr.",G,180.0,0.2,1.0,0.2,0.469,0.43799999999999994,1.4,3.2,0.667,0.4,0.6,5,3.4,,,,,,,,,,,,,1992.0,0,22.5,26
2014,2018,University of Maryland,85,Alex Len,C,260.0,0.1,0.24,0.0,0.485,0.484,2.7,5.6,0.708,1.7,2.4,334,7.2,0.2,0.111,0.0,0.543,7.0,0.5379999999999999,3.8,0.6629999999999999,3.3,2.2,60.0,9.7,1993.0,4,25.3,21
1996,2006,University of Minnesota,76,Voshon Lenard,G,205.0,4.3,0.384,1.7,0.494,0.415,4.3,10.4,0.787,1.6,2.1,565,11.9,5.9,0.366,2.2,0.535,12.7,0.44799999999999995,5.7,0.802,3.7,3.0,127.0,16.6,1973.0,10,25.0,23
1968,1969,University of Houston,78,Leary Lentz,F,200.0,0.0,0.0,0.0,0.405,0.405,3.2,8.0,0.66,1.5,2.3,148,8.0,,,,,,,,,,,,,1945.0,1,23.1,23
1990,1992,University of Missouri,85,Gary Leonard,C,250.0,0.0,0.0,0.0,0.45899999999999996,0.45899999999999996,0.5,1.2,0.5,0.3,0.6,31,1.4,0.0,,0.0,0.553,4.7,0.56,2.6,0.516,2.3,1.2,132.0,6.4,1967.0,2,24.3,23
2012,2018,San Diego State University,79,Kawhi Leonard,F,230.0,3.4,0.386,1.3,0.5489999999999999,0.495,6.0,12.1,0.846,3.1,3.7,407,16.3,2.3,0.25,0.6,0.475,12.0,0.449,5.4,0.7440000000000001,3.7,2.8,70.0,14.1,1991.0,6,25.9,21
2013,2018,University of Illinois at Urbana-Champaign,85,Meyers Leonard,C,245.0,1.8,0.373,0.7,0.542,0.46799999999999997,2.1,4.5,0.8240000000000001,0.6,0.7,331,5.5,0.2,0.083,0.0,0.556,5.4,0.5670000000000001,3.0,0.7290000000000001,2.2,1.6,65.0,7.7,1992.0,5,23.8,21
1957,1963,Indiana University,75,Slick Leonard,G,185.0,,,,,0.349,3.7,10.6,0.745,2.5,3.3,426,9.9,,,,,,,,,,,,,1932.0,6,23.1,25
1989,1995,"Cleveland State University, Bradley University",71,Jim Les,G,165.0,1.5,0.396,0.6,0.501,0.397,1.2,2.9,0.818,0.8,1.0,321,3.8,,,,,7.8,0.475,3.7,0.773,2.9,2.3,118.0,9.7,1963.0,6,23.0,26
2012,2012,University of Georgia,76,Travis Leslie,G,205.0,0.0,,0.0,0.35700000000000004,0.35700000000000004,0.5,1.4,0.444,0.4,0.9,10,1.4,0.6,0.33299999999999996,0.2,0.49,9.6,0.48200000000000004,4.6,0.743,3.7,2.7,90.0,12.2,1990.0,0,25.0,22
1981,1986,University of Iowa,74,Ronnie Lester,G,175.0,0.1,0.22699999999999998,0.0,0.47,0.469,2.7,5.8,0.7879999999999999,1.8,2.3,250,7.3,,,,,13.3,0.47100000000000003,6.3,0.774,5.6,4.4,99.0,16.9,1959.0,5,22.5,22
1990,1991,University of Florida,75,Clifford Lett,G,170.0,0.1,0.0,0.0,0.43200000000000005,0.43200000000000005,1.5,3.4,0.667,0.5,0.8,11,3.5,1.5,0.353,0.5,0.549,4.1,0.486,2.0,0.667,2.3,1.5,130.0,5.9,1965.0,1,21.2,25
2012,2018,University of Wisconsin,82,Jon Leuer,F,228.0,1.1,0.335,0.4,0.51,0.478,2.7,5.7,0.769,0.9,1.1,336,6.7,2.2,0.368,0.8,0.529,8.7,0.48200000000000004,4.2,0.723,2.7,2.0,123.0,11.2,1989.0,6,23.8,23
1949,1953,St. John's University,74,Andrew Levane,F,190.0,,,,,0.31,1.9,6.2,0.633,0.7,1.1,103,4.5,,,,,,,,,,,,,1920.0,4,24.4,29
1983,1994,Arizona State University,75,Fat Lever,G,170.0,0.7,0.31,0.2,0.455,0.447,5.6,12.6,0.7709999999999999,2.4,3.1,752,13.9,,,,,8.2,0.45,3.7,0.753,3.5,2.7,113.0,10.1,1960.0,11,21.2,23
2017,2018,University of Michigan,79,Caris LeVert,G,203.0,3.3,0.336,1.1,0.507,0.442,3.8,8.7,0.7120000000000001,1.6,2.2,127,10.4,3.2,0.401,1.3,0.518,8.2,0.434,3.6,0.77,2.6,2.0,103.0,10.4,1994.0,1,22.9,23
1983,1995,Wichita State University,80,Cliff Levingston,F,210.0,0.0,0.152,0.0,0.516,0.516,2.8,5.5,0.6759999999999999,1.5,2.2,830,7.1,,,,,12.2,0.5379999999999999,6.6,0.621,4.9,3.0,91.0,16.2,1961.0,12,23.1,22
